Description,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging?,General Comments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
Pick up the yellow block that is in between two green blocks and above the blue block.,Configuration_11_v1.png,robot,4,0:00:34.111490,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view. ,Very interesting HIT! I hope I did it correctly. ,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
Pick up the yellow block that is closest to me.,Configuration_5_v2.png,robot,5,0:00:14.565368,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view. ,Very interesting HIT! I hope I did it correctly. ,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
Pick up the blue block that is northwest to the nearest orange block from your view.,Configuration_2_v1.png,robot,4,0:00:54.004839,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view. ,Very interesting HIT! I hope I did it correctly. ,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
Pick up the green block closest to you.,Configuration_1_v2.png,robot,5,0:00:13.502226,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view. ,Very interesting HIT! I hope I did it correctly. ,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
Pick up the green block that is closest to you (below the yellow and blue blocks from your view).,Configuration_3_v1.png,robot,5,0:00:27.661082,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view. ,Very interesting HIT! I hope I did it correctly. ,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
Pick up the green block closest to you (below the yellow block from your view).,Configuration_9_v2.png,robot,5,0:00:28.495547,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view. ,Very interesting HIT! I hope I did it correctly. ,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
Pick up the orange block that is second from the right from your view.,Configuration_13_v1.png,robot,5,0:00:31.693310,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view. ,Very interesting HIT! I hope I did it correctly. ,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
The block you want is the furthest one on the right.  You could take your arm all the way to the right and the first one you touch when coming in will be the one you want.,Configuration_7_v2.png,human,3,0:01:01.585525,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
You will want to reach on the back side of the block pile and there will be two touching on the very back.  you will want the one on the left,Configuration_5_v1.png,human,2,0:03:52.418766,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
You will reach to your right and there will be a grouping of three blocks.  you will want to grab the blue one in the middle of the grouping,Configuration_11_v2.png,human,4,0:01:03.848595,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
You want to grab the orange block on the far left that is kind of out by itself.,Configuration_10_v1.png,human,4,0:00:20.772579,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
The one you want is the blue one that is the furthest from you.  There are two next to each other and you want the one on your right,Configuration_12_v2.png,human,3,0:06:07.063516,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
You want the orange one closest to you in the grouping of the three.,Configuration_13_v1.png,human,3,0:00:48.361564,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
The one you want will be green and it will be directly in front of two orange ones stacked up,Configuration_6_v2.png,human,4,0:00:22.027563,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
you want the green one closest to you,Configuration_3_v1.png,human,5,0:00:16.162068,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
The one you want will be green but it will be in the middle of the pack in between a blue and a yellow one,Configuration_8_v2.png,human,2,0:00:55.913130,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
you want to grab the green on in the back between the yellow and the orange one,Configuration_9_v1.png,human,4,0:00:51.028229,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
you want a yellow that will be after and orange and a yellow one on your right hand side.,Configuration_4_v2.png,human,,0:00:51.870994,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult, i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
